328.9	70
314.6	56.5
285.2	66.8
249.9	82.3
163.6	74
117.4	80.5
10.5	80.8
71.4	80.5
61.3	73.9
139.5	78.3
61.4	85.9
129.3	84.9
212.6	57.4
322.2	68.2
0.8	55.9
4.7	40.5
4.4	24.2
359.8	16.2
0.8	11.8
359.7	7.8
279.1	-19.7
125.9	59.8
30.1	68.5
187	27.3
176.8	22.1
169.6	26.2
175.6	27.8
177.1	32.9
160.8	56.9
157.2	40.8
144.1	73.4
237	59.8
277.7	-18.9
282.2	-21.3
285.1	-15.1
292.4	-5.4
293.9	-25.8
272.8	-37.2
248	-49
239.9	-47.7
234.3	-51.2
233.8	-52.1
234.9	-55.5
205.9	-54.8
161.8	-54.5
7	-64
357.3	-42
0.6	-75.7
263.7	-76.9
113.4	-65.8
102.1	-53.4
163.1	-82.3
212.6	-70.5
342.8	-67.1
10.1	-71.9
339.6	-76.6
339.2	-69.2
